OBJECTID;Carretera;Tipus;Valor;Observacions;Sentit;Shape.STLength();Shape
13281;BV-1468;Corba;16.576; ; ;14.28309337023886;
13282;BV-1468;Clotoide;14.385; ; ;12.482250691131549;
13283;BV-1468;Recta;0; ; ;45.24999868933727;
13284;BV-1468;Corba;2046.675; ; ;45.680853049055266;
13285;BV-1468;Recta;0; ; ;62.77692599376628;
13286;BV-1468;Clotoide;44.8; ; ;25.14593477711927;
13287;BV-1468;Corba;79.809; ; ;11.177140884450548;
13288;BV-1468;Clotoide;29.865; ; ;11.174463719999638;
13289;BV-1468;Recta;0; ; ;71.12537506753321;
13290;BV-1468;Corba;125.176; ; ;22.39295564489753;
13291;BV-1468;Clotoide;45.718; ; ;17.394692225063785;
13292;BV-1468;Clotoide;47.164; ; ;15.369408573423565;
13293;BV-1468;Corba;126.284; ; ;47.43631278382459;
13294;BV-1468;Recta;0; ; ;21.183525867457867;
13295;BV-1468;Corba;6185.994; ; ;31.13349923490781;
13296;BV-1468;Recta;0; ; ;26.123668200770002;
13297;BV-1468;Corba;1802.863; ; ;15.083155083862291;
13298;BV-1468;Recta;0; ; ;20.48203371084167;
13299;BV-1468;Corba;177.992; ; ;10.710758964150449;
13300;BV-1468;Recta;0; ; ;16.070006753214482;
13301;BV-1468;Corba;16505.259; ; ;11.533648943827053;
13302;BV-1468;Recta;0; ; ;25.44894624888296;
13303;BV-1468;Corba;127.611; ; ;10.000714140772352;
13304;BV-1468;Clotoide;21.146; ; ;10.196473275479388;
13305;BV-1468;Recta;0; ; ;17.93738445921142;
13306;BV-1468;Corba;1203.375; ; ;18.30281325343786;
13307;BV-1468;Recta;0; ; ;19.556386092435005;
13308;BV-1468;Corba;144.455; ; ;34.540799260206704;
13309;BV-1468;Recta;0; ; ;25.565510488856336;
13310;BV-1468;Clotoide;34.795; ; ;21.313544086542784;
13311;BV-1468;Corba;172.323; ; ;13.902977782936468;
13312;BV-1468;Recta;0; ; ;8.592698328331496;
13313;BV-1468;Clotoide;29.624; ; ;20.877419430363464;
13314;BV-1468;Corba;42.03; ; ;13.09750269680278;
13315;BV-1468;Clotoide;29.501; ; ;20.705166536927013;
13316;BV-1468;Recta;0; ; ;4.075303870213975;
13317;BV-1468;Corba;95.676; ; ;14.51115116789883;
13318;BV-1468;Clotoide;37.629; ; ;43.02500165591385;
13319;BV-1468;Recta;0; ; ;11.291493791181466;
13320;BV-1468;Corba;1217.363; ; ;8.308513422337239;
13321;BV-1468;Recta;0; ; ;11.979789403521224;
13322;BV-1468;Corba;4009.533; ; ;24.631809053153177;
13323;BV-1468;Recta;0; ; ;27.060780565878577;
13324;BV-1468;Corba;127.602; ; ;13.968978119284944;
13325;BV-1468;Recta;0; ; ;22.398769926786287;
13326;BV-1468;Clotoide;38.394; ; ;23.51009354397214;
13327;BV-1468;Corba;62.695; ; ;20.716704026354066;
13328;BV-1468;Clotoide;48.034; ; ;26.921246690351957;
13329;BV-1468;Clotoide;36.557; ; ;15.719073395758743;
13330;BV-1468;Corba;158.079; ; ;45.71124003821879;
13331;BV-1468;Recta;0; ; ;30.732293123041355;
13332;BV-1468;Clotoide;41.201; ; ;39.86620231668471;
13333;BV-1468;Corba;42.576; ; ;14.701672997736896;
13334;BV-1468;Recta;0; ; ;5.164152204020677;
13335;BV-1468;Corba;30.287; ; ;35.913239616433174;
13336;BV-1468;Recta;0; ; ;5.007591235036622;
13337;BV-1468;Corba;2242.376; ; ;9.397760449834166;
13338;BV-1468;Recta;0; ; ;19.322244891623253;
13339;BV-1468;Clotoide;21.558; ; ;10.661918264164779;
13340;BV-1468;Corba;43.585; ; ;14.08940544216068;
13341;BV-1468;Clotoide;26.426; ; ;16.02023249508433;
13342;BV-1468;Recta;0; ; ;18.493040535347863;
13343;BV-1468;Corba;47.255; ; ;17.725845919289448;
13344;BV-1468;Clotoide;14.41; ; ;4.393622756326633;
13345;BV-1468;Clotoide;14.41; ; ;7.192344419287384;
13346;BV-1468;Corba;28.867; ; ;11.892505091065944;
13347;BV-1468;Clotoide;20.985; ; ;15.252996863333964;
13348;BV-1468;Clotoide;20.985; ; ;17.90396515762082;
13349;BV-1468;Corba;24.593; ; ;10.959814946384228;
13350;BV-1468;Clotoide;16.102; ; ;10.541244023579937;
13351;BV-1468;Clotoide;16.102; ; ;5.498150490596953;
13352;BV-1468;Corba;47.154; ; ;35.74871856677285;
13353;BV-1468;Recta;0; ; ;16.233164253724052;
13354;BV-1468;Corba;20.992; ; ;13.069055833862269;
13355;BV-1468;Clotoide;27.712; ; ;36.57907773468747;
13356;BV-1468;Clotoide;13.856; ; ;6.824526464920801;
13357;BV-1468;Corba;28.13; ; ;19.517479975811497;
13358;BV-1468;Clotoide;17.411; ; ;10.775454324693763;
13359;BV-1468;Clotoide;17.411; ; ;6.037201191954734;
13360;BV-1468;Corba;55.214; ; ;37.370991073677324;
13361;BV-1468;Recta;0; ; ;8.815710031307333;
13362;BV-1468;Corba;124.692; ; ;6.628331540425334;
13363;BV-1468;Recta;0; ; ;9.090146535315428;
13364;BV-1468;Corba;135.368; ; ;17.659175082406826;
13365;BV-1468;Clotoide;30.938; ; ;7.070388706753588;
13366;BV-1468;Clotoide;30.938; ; ;19.935674390286476;
13367;BV-1468;Corba;48.007; ; ;38.39577025130984;
13368;BV-1468;Clotoide;34.596; ; ;24.92940220360335;
13369;BV-1468;Recta;0; ; ;48.58493141884403;
13370;BV-1468;Clotoide;20.668; ; ;9.524482116539177;
13371;BV-1468;Corba;44.844; ; ;20.77844544824736;
13372;BV-1468;Clotoide;34.105; ; ;25.935313824379854;
13373;BV-1468;Recta;0; ; ;30.96186071094999;
13374;BV-1468;Corba;229.417; ; ;7.825811788607647;
13375;BV-1468;Recta;0; ; ;1.4917660957682632;
13376;BV-1468;Corba;45.253; ; ;26.671561191647427;
13377;BV-1468;Clotoide;27.343; ; ;17.428186756237864;
13378;BV-1468;Clotoide;28.067; ; ;22.86635265858448;
13379;BV-1468;Corba;33.78; ; ;9.538672344460629;
13380;BV-1468;Clotoide;14.827; ; ;6.507316032852061;
13381;BV-1468;Clotoide;14.827; ; ;4.099507207093546;
13382;BV-1468;Corba;53.623; ; ;32.09477501173998;
13383;BV-1468;Recta;0; ; ;31.943444805936988;
13384;BV-1468;Corba;78.354; ; ;33.33655726306079;
13385;BV-1468;Corba;23.048; ; ;9.846106572699535;
13386;BV-1468;Clotoide;22.765; ; ;23.094758925147612;
13387;BV-1468;Recta;0; ; ;40.724618379991234;
13388;BV-1468;Clotoide;18.299; ; ;9.610667251300933;
13389;BV-1468;Corba;34.838; ; ;23.725478339923672;
13390;BV-1468;Clotoide;22.994; ; ;15.175399531501967;
13391;BV-1468;Recta;0; ; ;72.04423641355751;
13392;BV-1468;Corba;52.263; ; ;33.58705023482689;
13393;BV-1468;Clotoide;21.293; ; ;8.674600947176184;
13394;BV-1468;Clotoide;21.293; ; ;19.74376871802448;
13395;BV-1468;Corba;22.962; ; ;6.273147269720887;
13396;BV-1468;Clotoide;30.596; ; ;40.7633141748697;
13397;BV-1468;Recta;0; ; ;40.24609054805111;
13398;BV-1468;Clotoide;30.068; ; ;17.77246719191667;
13399;BV-1468;Corba;50.863; ; ;2.5157312801042795;
13400;BV-1468;Clotoide;31.637; ; ;19.676608686254593;
13401;BV-1468;Recta;0; ; ;203.90008376316916;
13402;BV-1468;Clotoide;23.389; ; ;18.37708408747518;
13403;BV-1468;Corba;29.765; ; ;15.839588863238559;
13404;BV-1468;Clotoide;17.66; ; ;10.476980853565992;
13405;BV-1468;Recta;0; ; ;63.774066068747565;
13406;BV-1468;Clotoide;23.634; ; ;10.697186732208301;
13407;BV-1468;Corba;52.215; ; ;13.227529152988902;
