OBJECTID;Codi estació;Carretera;PKI;PKF;Any IMD;Any càlcul;IMD;% Pesants;% Motos;Dies registrats;Nº lectures;IFA;IMD Feiners;IMD Dissabte;IMD Diumenge;Dia punta;Hora punta;Volum punta;Dia 30;Hora 30;Dia 50;Hora 50;Volum 50;Dia 100;Hora 100;Volum 100;Volum 30;Velocitat mitjana;Percentil 85;Volum pesants C1;Volum pesants C2;Volum motos C1;Volum motos C2;PKI Ref;PKI Offset;PKF Ref;PKF Offset
8312;EA00338;BV-3002;0+000;10+342;2023;2024;351;4.84;5.9;7;1;75;330;378;283;4/6/2023 2:00 a. m.;12;58;4/2/2023 2:00 a. m.;9;4/5/2023 2:00 a. m.;16;22;4/1/2023 2:00 a. m.;14;11;25;42;40_50;15;2;0;0;0;0;10;342
8313;EA00302;BV-2249;6+000;8+470;2023;2024;2123;8.4;2.38;19;2;75;2401;1416;1089;6/2/2023 2:00 a. m.;14;288;12/1/2023 1:00 a. m.;7;12/7/2023 1:00 a. m.;13;197;12/4/2023 1:00 a. m.;5;138;218;68;80_90;52;126;0;0;6;0;8;470
8314;EA00461;BV-5111;18+768;21+630;2024;2024;2716;2.72;5.55;14;2;100;2749;2229;1985;4/17/2024 2:00 a. m.;17;248;12/3/2024 1:00 a. m.;18;4/22/2024 2:00 a. m.;16;199;11/29/2024 1:00 a. m.;13;176;210;40;0_40;38;35;0;0;18;768;21;630
8315;EA00389;BV-4401;13+200;21+080;2024;2024;375;2.82;5.54;15;2;100;375;317;288;3/16/2024 1:00 a. m.;12;59;3/17/2024 1:00 a. m.;12;9/25/2024 2:00 a. m.;9;30;9/18/2024 2:00 a. m.;14;24;34;58;70_80;7;3;0;0;13;200;21;80
8316;EA00769;N-141a;15+460;25+085;2024;2024;344;20.06;3.1;16;2;100;366;278;224;7/16/2024 2:00 a. m.;10;45;7/15/2024 2:00 a. m.;7;7/14/2024 2:00 a. m.;16;29;7/21/2024 2:00 a. m.;19;23;33;62;70_80;32;36;0;0;15;460;25;85
8317;EA00455;BV-5106;0+000;5+700;2024;2024;392;2.05;7.42;15;2;100;380;360;281;11/2/2024 1:00 a. m.;11;71;11/1/2024 1:00 a. m.;9;4/30/2024 2:00 a. m.;19;32;11/5/2024 1:00 a. m.;14;25;38;41;40_50;4;4;0;0;0;0;5;700
8318;EA00687;B-110;0+000;1+130;2024;2024;117;0.89;20.19;15;2;100;89;97;111;5/11/2024 2:00 a. m.;12;29;5/9/2024 2:00 a. m.;18;5/8/2024 2:00 a. m.;10;9;5/12/2024 2:00 a. m.;17;7;10;51;60_70;1;0;0;0;0;0;1;130
8319;EA00771;N-141g;4+000;7+660;2024;2024;46;3.47;15.47;15;2;100;39;38;42;2/25/2024 1:00 a. m.;11;14;2/24/2024 1:00 a. m.;10;2/23/2024 1:00 a. m.;18;5;7/4/2024 2:00 a. m.;12;3;6;47;50_60;1;0;0;0;4;0;7;660
8320;EA00343;BV-3008;14+000;21+050;2023;2024;113;20.15;0;7;1;50;114;136;90;1/17/2023 1:00 a. m.;8;18;1/19/2023 1:00 a. m.;17;1/23/2023 1:00 a. m.;8;7;1/21/2023 1:00 a. m.;1;2;10;61;70_80;9;13;0;0;14;0;21;50
8321;EA00456;BV-5106;5+700;8+100;2023;2024;1498;8.88;2.54;20;2;100;1552;1403;1057;2/2/2023 1:00 a. m.;8;161;1/26/2023 1:00 a. m.;8;10/19/2023 2:00 a. m.;17;116;10/21/2023 2:00 a. m.;20;103;126;49;50_60;70;62;0;0;5;700;8;100
8322;EA00554;C-153;2+245;3+420;2024;2024;12070;6.36;0.9;42;6;100;13887;8691;5602;11/11/2024 1:00 a. m.;17;1211;9/9/2024 2:00 a. m.;18;5/9/2024 2:00 a. m.;14;1072;11/13/2024 1:00 a. m.;13;1022;1098;57;60_70;397;371;0;0;2;245;3;420
8323;EA00115;BV-1037;0+000;5+800;2023;2024;562;5.44;1.02;13;2;100;545;650;520;1/21/2023 1:00 a. m.;11;84;7/8/2023 2:00 a. m.;10;7/13/2023 2:00 a. m.;15;41;7/8/2023 2:00 a. m.;8;34;47;59;70_80;13;17;0;0;0;0;5;800
8324;EA00553;C-153;0+920;2+245;2024;2024;9785;2.39;0.84;15;2;75;11414;6642;4204;1/19/2024 1:00 a. m.;14;1025;1/22/2024 1:00 a. m.;8;1/23/2024 1:00 a. m.;16;784;1/19/2024 1:00 a. m.;7;634;891;47;50_60;33;200;0;0;0;920;2;245
8325;EA00440;BV-5031;1+608;5+195;2024;2024;2358;1.33;9.02;14;2;100;2437;1607;1226;3/13/2024 1:00 a. m.;8;308;3/15/2024 1:00 a. m.;13;3/16/2024 1:00 a. m.;13;186;12/4/2024 1:00 a. m.;13;146;208;51;50_60;16;15;0;0;1;608;5;195
8326;EA00412;BV-4608;17+270;19+365;2023;2024;6056;2.71;0.94;15;2;100;6781;4852;3237;12/4/2023 1:00 a. m.;17;676;6/8/2023 2:00 a. m.;13;6/8/2023 2:00 a. m.;15;463;6/9/2023 2:00 a. m.;20;382;495;41;40_50;99;65;0;0;17;270;19;365
8327;EA00654;BV-5151;0+000;2+780;2023;2024;1879;1.61;1.85;13;2;100;1988;1580;1388;10/31/2023 1:00 a. m.;17;193;2/17/2023 1:00 a. m.;17;2/16/2023 1:00 a. m.;14;138;10/27/2023 2:00 a. m.;12;111;158;45;50_60;18;12;0;0;0;0;2;780
8328;EA00582;N-141d;0+650;1+400;2024;2024;11510;4.17;1.44;42;6;100;12106;9814;9069;5/5/2024 2:00 a. m.;12;1054;9/9/2024 2:00 a. m.;17;9/4/2024 2:00 a. m.;18;935;7/3/2024 2:00 a. m.;13;877;962;46;50_60;220;259;0;0;0;650;1;400
8329;EA00367;BV-4135;0+800;6+175;2023;2024;348;2.11;3.94;14;2;100;348;325;273;10/27/2023 2:00 a. m.;17;44;10/31/2023 1:00 a. m.;12;6/14/2023 2:00 a. m.;16;28;6/15/2023 2:00 a. m.;12;22;30;54;60_70;6;1;0;0;0;800;6;175
8330;EA00240;BV-2117;7+850;11+157;2024;2024;591;1.32;14.76;14;2;100;491;510;565;6/16/2024 2:00 a. m.;12;118;10/19/2024 2:00 a. m.;11;6/14/2024 2:00 a. m.;19;46;10/19/2024 2:00 a. m.;17;38;53;47;50_60;4;3;0;0;7;850;11;157
8331;EA00392;BV-4404;2+000;4+993;2024;2024;511;4.89;6.96;15;2;100;509;427;358;6/22/2024 2:00 a. m.;11;58;6/21/2024 2:00 a. m.;13;9/20/2024 2:00 a. m.;14;39;9/22/2024 2:00 a. m.;18;34;43;52;60_70;16;8;0;0;2;0;4;993
8332;EA00151;BV-1225;3+465;5+600;2023;2024;6660;6.6;1.15;14;2;100;7376;5479;3732;11/13/2023 1:00 a. m.;14;917;1/31/2023 1:00 a. m.;15;11/15/2023 1:00 a. m.;18;506;1/31/2023 1:00 a. m.;20;421;539;52;60_70;213;226;0;0;3;465;5;600
8333;EA00478;BV-5128;21+770;25+500;2023;2024;1674;1.95;6.59;14;2;100;1607;1253;1656;7/2/2023 2:00 a. m.;19;533;11/2/2023 1:00 a. m.;18;6/30/2023 2:00 a. m.;9;123;7/1/2023 2:00 a. m.;19;104;129;57;60_70;19;13;0;0;21;770;25;500
8334;EA00464;BV-5114;4+040;5+355;2023;2024;1997;3.27;6.81;14;2;75;1632;2562;2306;11/25/2023 1:00 a. m.;13;348;11/24/2023 1:00 a. m.;13;11/26/2023 1:00 a. m.;8;137;7/15/2023 2:00 a. m.;15;114;167;50;50_60;57;8;0;0;4;40;5;355
8335;EA00037;BP-1432;26+350;30+180;2023;2024;9464;5.86;2.73;14;2;100;10143;7751;5977;5/30/2023 2:00 a. m.;7;878;10/27/2023 2:00 a. m.;14;5/30/2023 2:00 a. m.;16;681;5/26/2023 2:00 a. m.;19;573;740;66;70_80;272;282;0;0;26;350;30;180
8336;EA01069;C-37zr;0+000;0+240;2023;2024;3079;2.35;1.07;14;2;100;3357;2635;1905;3/7/2023 1:00 a. m.;8;304;11/16/2023 1:00 a. m.;18;11/14/2023 1:00 a. m.;16;229;3/3/2023 1:00 a. m.;19;195;252;42;40_50;40;32;14;18;0;0;0;240
8337;EA00765;C-1415c;2+800;6+590;2023;2024;8379;2.83;3.64;15;2;100;9056;6241;5002;10/16/2023 2:00 a. m.;8;1042;10/17/2023 2:00 a. m.;14;10/11/2023 2:00 a. m.;12;639;2/1/2023 1:00 a. m.;19;547;689;61;70_80;105;132;0;0;2;800;6;590
8338;EA00725;C-37z;84+600;86+350;2024;2024;228;3.31;7.28;15;2;100;223;184;186;11/1/2024 1:00 a. m.;11;56;4/6/2024 2:00 a. m.;10;11/4/2024 1:00 a. m.;16;20;11/5/2024 1:00 a. m.;10;16;22;55;60_70;6;1;0;0;84;600;86;350
8339;EA00084;BP-5002;0+000;1+535;2023;2024;17922;3.98;4.14;29;4;100;18346;15353;13183;9/17/2023 2:00 a. m.;12;1563;1/25/2023 1:00 a. m.;17;3/4/2023 1:00 a. m.;13;1337;9/21/2023 2:00 a. m.;17;1267;1372;55;60_70;490;222;0;0;0;0;1;535
8340;EA00674;BV-2156;0+500;1+050;2024;2024;1207;1.52;1.82;14;2;100;1212;1237;1002;10/19/2024 2:00 a. m.;24;145;10/18/2024 2:00 a. m.;14;10/21/2024 2:00 a. m.;20;90;2/29/2024 1:00 a. m.;7;76;99;41;0_40;10;8;0;0;0;500;1;50
8341;EA00123;BV-1122;2+000;3+868;2023;2024;69;1.45;1.45;7;1;100;65;67;84;2/26/2023 1:00 a. m.;9;13;2/24/2023 1:00 a. m.;18;2/28/2023 1:00 a. m.;20;4;2/26/2023 1:00 a. m.;4;1;6;44;40_50;1;0;0;0;2;0;3;868
8342;EA01270;N-141d;1+400;2+742;2023;2024;2982;2.27;0.79;14;2;100;3151;2219;2737;6/11/2023 2:00 a. m.;12;443;12/15/2023 1:00 a. m.;8;6/13/2023 2:00 a. m.;18;228;6/14/2023 2:00 a. m.;16;183;251;40;0_40;48;19;18;5;1;400;2;742
8343;EA00499;BV-5213;0+000;3+320;2023;2024;1937;2.52;2.15;15;2;100;1859;2110;1867;6/18/2023 2:00 a. m.;13;237;12/13/2023 1:00 a. m.;8;6/16/2023 2:00 a. m.;19;147;12/12/2023 1:00 a. m.;17;124;155;80;90_100;34;14;0;0;0;0;3;320
8344;EA00005;B-121;0+000;0+375;2023;2024;23;5.57;2.79;14;2;100;27;13;11;7/17/2023 2:00 a. m.;12;10;7/17/2023 2:00 a. m.;10;7/14/2023 2:00 a. m.;15;2;7/17/2023 2:00 a. m.;19;1;3;40;0_40;0;0;0;0;0;0;0;375
8345;EA00068;BP-4313;20+843;22+900;2023;2024;965;5.57;2.64;14;2;100;1030;712;715;3/15/2023 1:00 a. m.;17;95;10/1/2023 2:00 a. m.;12;9/29/2023 2:00 a. m.;15;70;10/1/2023 2:00 a. m.;13;60;76;60;60_70;31;22;0;0;20;843;22;900
8346;EA00221;BV-2006;0+000;0+240;2024;2024;10273;2.49;5.28;42;6;100;10739;8080;6338;5/7/2024 2:00 a. m.;8;1051;5/13/2024 2:00 a. m.;17;11/18/2024 1:00 a. m.;7;812;5/8/2024 2:00 a. m.;7;778;832;40;0_40;112;144;0;0;0;0;0;240
8347;EA00055;BP-2126;0+000;7+500;2023;2024;122;5.55;17.31;16;2;100;95;109;123;3/5/2023 1:00 a. m.;12;56;3/5/2023 1:00 a. m.;14;3/8/2023 1:00 a. m.;11;11;3/6/2023 1:00 a. m.;10;7;17;61;80_90;3;3;0;0;0;0;7;500
8348;EA00488;BV-5201;0+000;2+215;2024;2024;5963;2.03;1.29;10;1;100;6563;4683;3706;12/11/2024 1:00 a. m.;8;566;12/11/2024 1:00 a. m.;16;12/14/2024 1:00 a. m.;11;402;12/15/2024 1:00 a. m.;19;275;450;51;50_60;94;27;0;0;0;0;2;215
8349;EA00130;BV-1201;6+960;8+800;2024;2024;6987;4.96;3.49;42;6;100;7442;5824;4173;1/25/2024 1:00 a. m.;7;1044;1/31/2024 1:00 a. m.;13;1/26/2024 1:00 a. m.;19;634;1/31/2024 1:00 a. m.;19;527;738;56;60_70;223;123;0;0;6;960;8;800
8350;EA00524;BV-5303;4+450;5+418;2024;2024;8256;4.16;0.91;14;2;75;8869;7394;5527;1/19/2024 1:00 a. m.;14;721;9/7/2024 2:00 a. m.;11;9/5/2024 2:00 a. m.;8;606;1/19/2024 1:00 a. m.;19;505;643;49;60_70;156;187;0;0;4;450;5;418
8351;EA00808;B-423;0+000;1+000;2023;2024;978;4.04;2.66;15;2;100;948;852;1074;11/17/2023 1:00 a. m.;14;217;11/19/2023 1:00 a. m.;13;11/21/2023 1:00 a. m.;12;84;11/18/2023 1:00 a. m.;8;57;114;54;60_70;35;4;0;0;0;0;1;0
8352;EA00473;BV-5121;1+100;1+981;2024;2024;8575;2.78;2.69;14;2;100;9065;6666;6421;1/29/2024 1:00 a. m.;17;764;10/13/2024 2:00 a. m.;10;10/16/2024 2:00 a. m.;12;617;1/23/2024 1:00 a. m.;19;560;656;47;50_60;130;108;0;0;1;100;1;981
8353;EA01067;BV-4131z;7+475;8+950;2023;2024;999;2.7;1.49;14;2;100;1047;908;748;11/18/2023 1:00 a. m.;12;109;11/21/2023 1:00 a. m.;16;11/15/2023 1:00 a. m.;11;77;5/17/2023 2:00 a. m.;19;67;86;55;60_70;18;9;0;0;7;475;8;950
8354;EA00469;BV-5116;0+000;0+765;2024;2024;2970;2.57;1.52;14;2;100;2954;3126;2578;10/6/2024 2:00 a. m.;11;343;10/8/2024 2:00 a. m.;8;10/4/2024 2:00 a. m.;19;217;10/5/2024 2:00 a. m.;20;186;243;44;50_60;38;38;0;0;0;0;0;765
8355;EA00166;BV-1341;1+300;2+250;2024;2024;1060;2.11;4.43;14;2;100;1016;1046;967;2/4/2024 1:00 a. m.;11;131;9/28/2024 2:00 a. m.;19;9/26/2024 2:00 a. m.;12;81;9/30/2024 2:00 a. m.;14;67;91;54;60_70;16;6;0;0;1;300;2;250
8356;EA00039;BP-1438;0+000;0+814;2023;2024;15047;4.09;1.26;21;3;83;16150;13442;9806;9/13/2023 2:00 a. m.;18;1244;1/23/2023 1:00 a. m.;17;9/18/2023 2:00 a. m.;8;1118;1/19/2023 1:00 a. m.;18;1029;1159;40;0_40;324;291;0;0;0;0;0;814
8357;EA00530;BV-6001;0+000;1+200;2023;2024;9370;4.22;8.54;14;2;100;8739;8582;7717;7/15/2023 2:00 a. m.;11;1305;7/13/2023 2:00 a. m.;17;7/11/2023 2:00 a. m.;11;841;7/12/2023 2:00 a. m.;21;523;900;51;50_60;196;199;0;0;0;0;1;200
8358;EA00770;N-141g;0+000;4+000;2024;2024;170;4.51;3.76;15;2;100;168;161;145;7/6/2024 2:00 a. m.;10;35;7/9/2024 2:00 a. m.;18;7/9/2024 2:00 a. m.;11;15;2/28/2024 1:00 a. m.;9;11;17;47;50_60;4;3;0;0;0;0;4;0
8359;EA00133;BV-1203;0+000;1+580;2024;2024;3552;3.28;2.96;14;2;100;3761;2983;2345;2/2/2024 1:00 a. m.;8;366;7/3/2024 2:00 a. m.;13;7/4/2024 2:00 a. m.;17;260;7/3/2024 2:00 a. m.;20;222;278;43;40_50;71;45;0;0;0;0;1;580
8360;EA00355;BV-4024;3+810;13+175;2023;2024;191;4.14;2.1;15;2;100;95;616;215;9/30/2023 2:00 a. m.;9;155;5/27/2023 2:00 a. m.;10;5/27/2023 2:00 a. m.;17;15;9/28/2023 2:00 a. m.;17;8;22;42;40_50;2;5;0;0;3;810;13;175
8361;EA01196;BV-2249;8+470;9+690;2023;2024;3370;10.79;3.12;19;2;100;3854;1977;1606;6/2/2023 2:00 a. m.;16;388;12/1/2023 1:00 a. m.;15;6/6/2023 2:00 a. m.;8;248;12/4/2023 1:00 a. m.;16;219;271;41;40_50;203;160;0;0;8;470;9;690
8362;EA00673;BP-5107;46+230;49+330;2024;2024;10002;2.82;2.27;14;2;100;10589;8248;7235;2/23/2024 1:00 a. m.;14;882;2/28/2024 1:00 a. m.;14;8/30/2024 2:00 a. m.;14;704;8/28/2024 2:00 a. m.;19;613;771;67;70_80;166;116;0;0;46;230;49;330
8363;EA00335;BV-2443;0+000;2+114;2023;2024;125;2.86;9.26;14;2;100;87;144;214;10/8/2023 2:00 a. m.;13;43;10/7/2023 2:00 a. m.;8;4/24/2023 2:00 a. m.;18;10;4/20/2023 2:00 a. m.;16;7;13;60;70_80;2;1;0;0;0;0;2;114
8364;EA00384;BV-4341;14+500;18+500;2023;2024;250;3.64;9.14;14;2;75;215;281;238;6/17/2023 2:00 a. m.;11;218;6/15/2023 2:00 a. m.;19;10/11/2023 2:00 a. m.;12;19;6/16/2023 2:00 a. m.;8;14;24;63;70_80;7;2;0;0;14;500;18;500
8365;EA00506;BV-5224;10+180;20+700;2024;2024;179;9.6;5.74;14;2;100;162;203;169;3/2/2024 1:00 a. m.;12;32;3/2/2024 1:00 a. m.;9;7/24/2024 2:00 a. m.;10;14;7/23/2024 2:00 a. m.;10;10;17;48;50_60;12;5;0;0;10;180;20;700
8366;EA00772;N-IIz;567+330;572+600;2024;2024;599;15.62;19.4;15;2;100;550;357;273;5/11/2024 2:00 a. m.;10;246;10/22/2024 2:00 a. m.;7;5/8/2024 2:00 a. m.;15;45;10/22/2024 2:00 a. m.;13;38;49;42;40_50;49;44;0;0;567;330;572;600
8367;EA00274;BV-2162;0+000;0+720;2024;2024;2048;4.12;3.35;15;2;75;2397;1096;776;4/11/2024 2:00 a. m.;8;241;4/15/2024 2:00 a. m.;17;4/10/2024 2:00 a. m.;15;171;11/6/2024 1:00 a. m.;10;122;191;47;50_60;34;50;0;0;0;0;0;720
8368;EA00024;BP-1121;0+915;1+815;2024;2024;3894;2.25;3.57;14;2;100;4026;3113;3038;9/27/2024 2:00 a. m.;17;736;6/3/2024 2:00 a. m.;17;9/28/2024 2:00 a. m.;13;276;9/30/2024 2:00 a. m.;14;241;303;52;60_70;58;29;0;0;0;915;1;815
8369;EA00346;BV-3011;0+000;0+676;2023;2024;106;15.75;0;13;1;50;103;120;110;2/18/2023 1:00 a. m.;17;20;2/15/2023 1:00 a. m.;13;2/18/2023 1:00 a. m.;19;9;2/7/2023 1:00 a. m.;17;6;10;45;50_60;7;9;0;0;0;0;0;676
8370;EA00124;BV-1123;0+000;4+675;2023;2024;1649;1.87;1.69;7;1;50;1663;1606;1428;2/26/2023 1:00 a. m.;13;183;2/23/2023 1:00 a. m.;17;2/23/2023 1:00 a. m.;12;105;2/22/2023 1:00 a. m.;20;51;121;70;80_90;19;11;0;0;0;0;4;675
8371;EA00435;BV-5023;0+000;1+740;2023;2024;19175;4.09;4.14;21;3;100;19985;16015;12719;3/2/2023 1:00 a. m.;8;1704;9/7/2023 2:00 a. m.;9;9/8/2023 2:00 a. m.;13;1428;11/16/2023 1:00 a. m.;15;1344;1470;51;60_70;454;330;0;0;0;0;1;740
8372;EA00334;BV-2441;9+368;13+023;2024;2024;981;1.63;9.62;14;2;100;840;1044;964;9/29/2024 2:00 a. m.;11;176;9/29/2024 2:00 a. m.;17;9/28/2024 2:00 a. m.;20;71;9/25/2024 2:00 a. m.;16;58;84;46;50_60;6;9;0;0;9;368;13;23
8373;EA00781;BV-5224;8+000;10+180;2023;2024;6553;3.33;0.91;18;2;100;7392;4688;3810;12/15/2023 1:00 a. m.;14;690;5/25/2023 2:00 a. m.;13;5/19/2023 2:00 a. m.;8;523;12/13/2023 1:00 a. m.;7;406;566;73;80_90;96;121;0;0;8;0;10;180
8374;EA00433;BV-5012;0+000;0+142;2024;2024;7145;5.03;6.39;14;2;100;7439;5530;4090;9/26/2024 2:00 a. m.;7;798;4/4/2024 2:00 a. m.;17;4/5/2024 2:00 a. m.;18;524;4/9/2024 2:00 a. m.;16;418;616;41;0_40;214;145;0;0;0;0;0;142
8375;EA00285;BV-2231;0+180;3+440;2023;2024;162;5.46;0.97;7;1;100;139;168;262;3/5/2023 1:00 a. m.;12;34;3/7/2023 1:00 a. m.;12;3/7/2023 1:00 a. m.;19;10;3/2/2023 1:00 a. m.;6;4;12;62;70_80;5;3;0;0;0;180;3;440
8376;EA00812;BV-2005;2+310;4+240;2024;2024;9722;2.45;5.5;15;2;100;9707;8728;7054;3/20/2024 1:00 a. m.;7;798;11/21/2024 1:00 a. m.;17;3/22/2024 1:00 a. m.;17;691;11/20/2024 1:00 a. m.;14;618;716;55;60_70;189;49;0;0;2;310;4;240
8377;EA00270;BV-2155;0+000;3+850;2024;2024;304;2.75;2.54;15;2;100;327;237;200;10/19/2024 2:00 a. m.;14;44;10/25/2024 2:00 a. m.;7;2/22/2024 1:00 a. m.;16;24;10/21/2024 2:00 a. m.;16;19;27;76;90_100;4;4;0;0;0;0;3;850
8378;EA00493;BV-5201;13+200;17+000;2023;2024;54;3.68;33.42;3;1;100;34;48;35;5/27/2023 2:00 a. m.;12;36;5/28/2023 2:00 a. m.;14;5/27/2023 2:00 a. m.;2;0;;;;2;52;60_70;2;0;0;0;13;200;17;0
8379;EA00387;BV-4401;0+000;5+000;2023;2024;797;6.84;4.83;20;2;100;771;661;792;10/22/2023 2:00 a. m.;13;135;4/24/2023 2:00 a. m.;18;4/25/2023 2:00 a. m.;14;62;4/21/2023 2:00 a. m.;8;56;66;52;60_70;24;30;0;0;0;0;5;0
8380;EA00348;BV-3012;1+170;4+823;2024;2024;1014;3.97;1.71;12;2;100;1065;862;792;3/6/2024 1:00 a. m.;8;139;3/4/2024 1:00 a. m.;16;7/17/2024 2:00 a. m.;18;72;3/5/2024 1:00 a. m.;13;58;82;75;80_90;26;14;0;0;1;170;4;823
8381;EA00576;N-141b;22+160;25+650;2023;2024;93;12.17;0;7;1;50;95;90;85;1/18/2023 1:00 a. m.;14;16;1/18/2023 1:00 a. m.;9;1/22/2023 1:00 a. m.;14;6;1/17/2023 1:00 a. m.;6;2;8;58;60_70;6;5;0;0;22;160;25;650
8382;EA00390;BV-4402;0+000;1+850;2023;2024;408;4.71;2.46;14;2;75;417;409;289;10/16/2023 2:00 a. m.;18;52;3/19/2023 1:00 a. m.;13;3/20/2023 1:00 a. m.;15;33;3/14/2023 1:00 a. m.;10;26;37;51;60_70;10;9;0;0;0;0;1;850
8383;EA00304;BV-2293;0+000;1+740;2024;2024;5059;2.94;2.47;14;2;100;5706;3582;2429;11/29/2024 1:00 a. m.;14;570;6/13/2024 2:00 a. m.;17;12/2/2024 1:00 a. m.;7;377;6/11/2024 2:00 a. m.;12;305;410;66;70_80;96;52;0;0;0;0;1;740
8384;EA01530;BV-1243;0+700;8+800;2024;2024;490;0.98;3.66;14;2;100;469;498;459;2/18/2024 1:00 a. m.;11;58;9/1/2024 2:00 a. m.;13;2/19/2024 1:00 a. m.;10;34;9/2/2024 2:00 a. m.;8;28;38;41;0_40;1;3;9;8;0;700;8;800
8385;EA00326;BV-2428;1+490;4+125;2024;2024;1561;2.64;2.73;15;2;100;1639;1341;1095;4/10/2024 2:00 a. m.;17;186;4/11/2024 2:00 a. m.;16;4/4/2024 2:00 a. m.;12;123;7/17/2024 2:00 a. m.;8;100;132;48;50_60;23;18;0;0;1;490;4;125
8386;EA00466;BV-5114;12+340;21+000;2023;2024;505;2.97;23.62;14;2;50;199;762;943;10/8/2023 2:00 a. m.;11;207;10/7/2023 2:00 a. m.;18;10/6/2023 2:00 a. m.;11;35;10/11/2023 2:00 a. m.;9;20;72;45;50_60;8;7;0;0;12;340;21;0
8387;EA00476;BV-5123;0+000;0+140;2024;2024;8994;9.52;2.33;46;6;100;9650;6817;6420;7/7/2024 2:00 a. m.;18;936;5/9/2024 2:00 a. m.;17;1/24/2024 1:00 a. m.;8;782;5/9/2024 2:00 a. m.;16;752;797;42;40_50;396;460;0;0;0;0;0;140
8388;EA01060;BV-4132;0+000;3+560;2023;2024;2925;3.96;0.98;14;2;100;3170;2296;2131;11/27/2023 1:00 a. m.;18;271;11/24/2023 1:00 a. m.;14;6/21/2023 2:00 a. m.;19;214;11/24/2023 1:00 a. m.;12;188;226;94;100_110;70;45;0;0;0;0;3;560
8389;EA00813;BV-4132z;6+600;8+112;2023;2024;568;1.11;3.55;14;2;100;617;444;304;11/17/2023 1:00 a. m.;14;65;11/16/2023 1:00 a. m.;16;5/16/2023 2:00 a. m.;19;46;5/12/2023 2:00 a. m.;8;36;50;50;50_60;5;1;0;0;6;600;8;112
8390;EA00095;BP-5107;39+408;41+080;2024;2024;1867;5.14;2.23;14;2;100;1967;1623;1326;9/9/2024 2:00 a. m.;8;239;3/1/2024 1:00 a. m.;8;3/4/2024 1:00 a. m.;8;149;9/5/2024 2:00 a. m.;12;116;166;53;60_70;80;16;0;0;39;408;41;80
8391;EA00256;BV-2136;0+700;5+000;2024;2024;1944;4.52;2.88;14;2;100;2005;1601;1592;2/25/2024 1:00 a. m.;12;226;11/18/2024 1:00 a. m.;8;11/16/2024 1:00 a. m.;11;143;11/16/2024 1:00 a. m.;9;122;154;77;90_100;43;44;0;0;0;700;5;0
8392;EA00161;BV-1274;0+000;1+080;2024;2024;2113;3.17;8.54;14;2;100;2089;1713;1371;9/17/2024 2:00 a. m.;19;318;3/22/2024 1:00 a. m.;18;9/17/2024 2:00 a. m.;16;176;9/17/2024 2:00 a. m.;10;122;200;45;50_60;24;43;0;0;0;0;1;80
8393;EA00186;BV-1435;9+765;11+300;2024;2024;8210;3.38;3.42;14;2;100;8727;6311;5559;2/7/2024 1:00 a. m.;18;881;2/11/2024 1:00 a. m.;12;2/7/2024 1:00 a. m.;11;625;2/9/2024 1:00 a. m.;20;513;696;54;60_70;129;148;0;0;9;765;11;300
8394;EA01037;BP-1432;32+045;32+900;2024;2024;13327;2.59;2.05;42;6;100;14404;11167;8193;11/14/2024 1:00 a. m.;17;1161;11/19/2024 1:00 a. m.;17;11/15/2024 1:00 a. m.;17;1075;11/16/2024 1:00 a. m.;12;1009;1097;41;0_40;193;152;126;146;32;45;32;900
8395;EA00752;C-1410z;27+890;29+160;2024;2024;636;4.82;2.39;14;2;100;718;444;312;6/13/2024 2:00 a. m.;14;104;9/27/2024 2:00 a. m.;16;9/28/2024 2:00 a. m.;11;62;6/17/2024 2:00 a. m.;13;34;70;41;40_50;19;11;0;0;27;890;29;160
8396;EA00183;BV-1432;0+960;3+436;2024;2024;13736;4.01;2.47;42;6;100;14537;11222;9869;11/15/2024 1:00 a. m.;14;1249;11/18/2024 1:00 a. m.;17;3/4/2024 1:00 a. m.;18;1075;9/19/2024 2:00 a. m.;14;1033;1101;45;50_60;252;298;0;0;0;960;3;436
8397;EA00575;C-243cant;0+000;0+600;2023;2024;147;1.97;12.65;18;2;100;146;98;73;2/21/2023 1:00 a. m.;12;23;9/29/2023 2:00 a. m.;7;9/26/2023 2:00 a. m.;14;13;9/26/2023 2:00 a. m.;8;10;14;40;0_40;1;1;0;0;0;0;0;600
8398;EA00474;BV-5122;0+000;4+200;2024;2024;7355;2.66;3.26;14;2;100;7645;5786;5790;5/9/2024 2:00 a. m.;18;638;10/16/2024 2:00 a. m.;14;5/6/2024 2:00 a. m.;14;529;10/17/2024 2:00 a. m.;9;460;555;52;60_70;57;138;0;0;0;0;4;200
8399;EA00305;BV-2296;0+000;0+490;2023;2024;1072;22.31;1.67;16;2;100;1355;322;284;10/4/2023 2:00 a. m.;14;186;10/5/2023 2:00 a. m.;9;3/7/2023 1:00 a. m.;7;92;10/3/2023 2:00 a. m.;17;71;103;65;70_80;118;121;0;0;0;0;0;490
8400;EA00775;BV-5026;0+085;0+841;2023;2024;4402;1.48;7.46;18;2;100;4716;3441;1491;11/13/2023 1:00 a. m.;17;483;4/21/2023 2:00 a. m.;17;4/18/2023 2:00 a. m.;18;393;4/19/2023 2:00 a. m.;7;318;419;45;50_60;32;33;0;0;0;85;0;841
